objek,ulasan,label
air panas banjar,"['air', 'panas', 'tempat', 'mandi', 'umum', 'air', 'yg', 'kandung', 'belerang', 'yg', 'konon', 'kata', 'bagus', 'kulit', 'kalau', 'sering', 'mandi', 'air', 'panas', 'bisa', 'hilang', 'sakit', 'kulit', 'spt', 'koreng', 'kurap', 'sakit', 'kulit', 'lain', 'tempat', 'bersih', 'aman', 'tempat', 'makan', 'yg', 'nyaman', 'coba', 'datang', 'nikmat', 'hangat', 'air', 'mandi', 'ini', 'jalan', 'jam', 'airport', 'kuta', 'nusa']",1
air panas banjar,"['butuh', 'waktu', 'menit', 'jalan', 'kaki', 'areal', 'parkir', 'capai', 'areal', 'mandi', 'air', 'panas', 'banjar', 'banyak', 'tanam', 'pohon', 'jadi', 'suasana', 'asa', 'adem', 'sejuk', 'dapat', 'kuil', 'khas', 'bal', 'dalam', 'areal', 'mandi', 'punya', 'arsitektur', 'bal', 'luar', 'biasa', 'kolam', 'sendiri', 'jernih', 'warna', 'hijau', 'entah', 'memang', 'seumbernya', 'karena', 'alas', 'lain']",0
air panas banjar,"['tempat', 'lumayan', 'bagus', 'sayang', 'kolam', 'air', 'panas', 'kes', 'kotor', 'air', 'warna', 'jernih', 'coklat', 'jadi', 'kesan', 'air', 'kandung', 'lumpur', 'meski', 'benar', 'mungkin', 'pengaruh', 'belerang', 'jadi', 'air', 'lihat', 'agak', 'keruh', 'bersih', 'so', 'so', 'lah', 'mungkin', 'toilet', 'lebih', 'jaga', 'bersih', 'ada', 'satu', 'buat', 'anak', 'sipu', 'lihat', 'beberapa', 'bule', 'mesra', 'kolam', 'sebut', 'anak', 'kurang', 'baik', 'lihat', 'anak', 'bawah', 'tahun', 'hahaha', 'tempat', 'santai', 'lumayan', 'bersih', 'leyeh', 'bahkan', 'tidur', 'yup', 'biasa', 'tempat', 'ada', 'beberapa', 'pura', 'doa', 'masyarakat', 'tempat', 'so', 'far', 'so', 'good', 'lah', 'baik', 'untuk', 'alam', 'anak']",0
air panas banjar,"['letak', 'banjar', 'buleleng', 'milik', 'kolam', 'sangat', 'bagus', 'buat', 'rileksasi', 'sehat', 'tubuh', 'sangat', 'bagus', 'buat', 'keluarga', 'kalo', 'hari', 'libur', 'minggu', 'purnama', 'banyak', 'lokal', 'kesana', 'jadi', 'rame']",1
air panas banjar,"['kalian', 'lelah', 'hari', 'keliling', 'tempat', 'sangat', 'tepat', 'lemas', 'otot', 'tegang', 'tempat', 'bersih', 'sejuk', 'asri', 'sangat', 'tepat', 'hilang', 'stres', 'lelah', 'cara', 'rendam']",1
air panas banjar,"['tempat', 'adalah', 'tempat', 'air', 'panas', 'suci', 'bisa', 'nikmat', 'santai', 'tiga', 'kolam', 'ongkos', 'masuk', 'rp', 'per', 'orang', 'parkir', 'rp']",1
air panas banjar,"['relaksasi', 'kolam', 'air', 'panas', 'banjar', 'sungguh', 'senang', 'ada', 'daerah', 'banjar', 'dekat', 'pantai', 'lovina', 'singsing', 'waterfall']",1
air panas banjar,"['sangat', 'cocok', 'yang', 'penat', 'lelah', 'hari', 'capek', 'wisata', 'bal', 'air', 'panas', 'banjar', 'plihan', 'akhir', 'kembali', 'segar', 'pikir', 'hati', 'sayang', 'terlalu', 'banyak', 'unjung', 'buat', 'kolam', 'air', 'panas', 'asa', 'kecil', 'privasi', 'kurang', 'yah', 'juga', 'tempat', 'umum', 'hehehe']",0
air panas banjar,"['tempat', 'nyaman', 'nikmat', 'mandi', 'air', 'panas', 'hari', 'kendara', 'sangat', 'cocok', 'istirahat', 'lanjut', 'jalan', 'nikmat', 'tempat', 'wisata', 'lain', 'sungai', 'dekat', 'mandi', 'baik', 'tetap', 'jaga', 'bersih']",1
air panas banjar,"['suka', 'tulis', 'ulas', 'buruk', 'tempat', 'tempat', 'benar', 'kotor', 'lendir', 'kolam', 'atas', 'banyak', 'bit', 'ringan', 'jujur', 'tampak', 'orang', 'toilet', 'sana', 'erti', 'tempat', 'milik', 'endap', 'alami', 'keri', 'tidak', 'jalan', 'mudah', 'sangat', 'lendir', 'benar', 'harap', 'pergi', 'ke', 'tempat', 'ini', 'tidak', 'taruh', 'kepala', 'di', 'dekat', 'air', 'dasar', 'masuk', 'keluar', 'cepat', 'mungkin', 'tidak', 'lihat', 'kasar', 'pergi', 'cepat', 'ini', 'adalah', 'bagi', 'buruk', 'jalan', 'kami', 'ke', 'bal', 'segala', 'luar', 'biasa', 'harus', 'bayar', 'guna', 'toilet', 'guna', 'loker', 'anda', 'bayar', 'biaya', 'masuk', 'tidak', 'rekomendasi']",0
air panas banjar,"['tiba', 'pagi', 'hari', 'jadi', 'kerumun', 'sekitar', 'pukul', 'pagi', 'makin', 'banyak', 'unjung', 'datang', 'kami', 'pergi', 'ada', 'bilik', 'mandi', 'bersih', 'mandi', 'musim', 'semi', 'untuk', 'ganti', 'pakai']",0
air panas banjar,"['ambil', 'anak', 'kecil', 'mana', 'benar', 'kejut', 'betapa', 'mudah', 'itu', 'punya', 'taksi', 'lovina', 'butuh', 'waktu', 'menit', 'sampai', 'sana', 'harus', 'jalan', 'panjang', 'jalan', 'penuh', 'barang', 'turis', 'biasa', 'tetapi', 'anda', 'ada', 'sana', 'luar', 'biasa', 'fasilitas', 'sangat', 'bagus', 'ubah', 'loker', 'biaya', 'kecil', 'ada', 'buah', 'kafe', 'kecil', 'toko', 'di', 'sana', 'jual', 'minum', 'dingin', 'tempat', 'benar', 'indah', 'ajaib', 'tidak', 'sibuk', 'sama', 'sekali', 'sangat', 'anjur']",1
air panas banjar,"['kolam', 'santa', 'air', 'terlalu', 'panas', 'anda', 'dapat', 'nikmat', 'meski', 'hari', 'lembab', 'derajat', 'mudah', 'jalan', 'mata', 'air', 'toko', 'panjang', 'jalan', 'loker', 'sedia', 'simpan', 'barang', 'kunjung', 'musim', 'sepi', 'arti', 'ada', 'beberapa', 'orang', 'sana', 'duduk', 'tempat', 'kunjung', 'hari', 'minggu', 'biaya', 'masuk', 'k', 'rupiah', 'toilet', 'sedia']",1
air panas banjar,"['air', 'hangat', 'letak', 'bal', 'utara', 'harus', 'kunjung', 'hilang', 'stres', 'rendam', 'sini', 'kolam', 'pertama', 'paling', 'hangat', 'dalam', 'meter', 'dua', 'cukup', 'hangat', 'dalam', 'hingga', 'meter', 'pancoran', 'tinggi', 'tiga', 'cocok', 'pijat', 'air', 'hangat', 'juga', 'lengkap', 'simpan', 'yang', 'aman', 'tiket', 'rupiah']",1
air panas banjar,"['unjung', 'bal', 'mandi', 'salah', 'satu', 'mata', 'air', 'panas', 'suatu', 'harus', 'tentu', 'unjung', 'sumber', 'air', 'panas', 'ini', 'tempat', 'baik', 'dinding', 'gunung', 'bak', 'mandi', 'sangat', 'bagus', 'buat', 'milik', 'fasilitas', 'baik', 'air', 'hangat', 'tidak', 'bau', 'sama', 'sekali', 'saja', 'tinju', 'datang', 'beberapa', 'toko', 'suvenir', 'semua', 'barang', 'lihat', 'mana', 'tidak', 'beli', 'apa', 'di', 'sini', 'lebih', 'baik', 'simpan', 'uang', 'anda', 'untuk', 'ubut', 'spring', 'nila', 'sementara']",0
air panas banjar,"['mata', 'air', 'panas', 'alam', 'nyata', 'air', 'sangat', 'hangat', 'bersih', 'satu', 'yang', 'aneh', 'mandi', 'begitu', 'banyak', 'orang', 'sekitar', 'anda']",1
air panas banjar,"['biaya', 'masuk', 'k', 'bukan', 'apa', 'air', 'panas', 'tiga', 'kolam', 'begitu', 'ramai', 'letak', 'baik', 'hutan', 'santai', 'bukan', 'arti', 'butuh', 'yang', 'panas', 'sini', 'sangat', 'baik', 'santa', 'hari', 'dalam', 'mobil', 'pergi', 'antara', 'kuil']",1
air panas banjar,"['adalah', 'tempat', 'bagus', 'santa', 'layang', 'kolam', 'renang', 'alami', 'beberapa', 'budaya', 'bal', 'keren', 'mandi', 'suhu', 'beda', 'kecil', 'mandi', 'hujan', 'air', 'tinggi', 'tawar', 'pijat', 'leher', 'punggung', 'hebat', 'juga']",1
air panas banjar,"['nikmat', 'waktu', 'mata', 'air', 'panas', 'aneh', 'panas', 'kolam', 'renang', 'sangat', 'bagus', 'satu', 'kolam', 'milik', 'air', 'datang', 'meter', 'di', 'atas', 'ketika', 'sentuh', 'punggung', 'itu', 'pijat', 'jalan', 'mata', 'air', 'sedikit', 'lebih', 'orang', 'coba', 'jual', 'barang', 'anda', 'jenis', 'tidak', 'terima', 'kasih', 'semua', 'perlu', 'kata', 'anda', 'akan', 'buru']",0
air panas banjar,"['tempat', 'bagus', 'kunjung', 'meski', 'ada', 'luar', 'biasa', 'lebih', 'baik', 'pergi', 'pagi', 'hari', 'ada', 'lebih', 'sedikit', 'orang', 'mata', 'air', 'suci', 'sungguh', 'letak', 'belah', 'kuil', 'kecil', 'atas', 'bukit']",1
air panas banjar,"['tempat', 'bagus', 'senang', 'kami', 'mungkin', 'nikmat', 'lebih', 'baik', 'kami', 'tiba', 'depan', 'kerumun', 'semua', 'anak', 'hehe', 'ada', 'orang', 'liar', 'jam', 'siang', 'adalah', 'hari', 'panas', 'kami', 'cukup', 'skeptis', 'renang', 'air', 'panas', 'benar', 'suhu', 'kolam', 'utama', 'sempurna', 'kejut', 'yang', 'baik', 'restoran', 'sangat', 'murah', 'milik', 'makan', 'yang', 'baik']",1
air panas banjar,"['kunjung', 'mata', 'air', 'panas', 'tapi', 'spektakuler', 'bagus', 'lihat', 'dekorasi', 'kamar', 'mandi', 'mandi', 'sendiri', 'benar', 'sangat', 'bagus', 'kamar', 'mandi', 'ruang', 'ganti', 'fasilitas', 'sangat', 'tidak', 'awat', 'tangga', 'turun', 'dalam', 'air', 'lumpur', 'kamar', 'mandi', 'kecil', 'banyak', 'toko', 'beli', 'batik', 'tidak', 'ada', 'langgan', 'jadi', 'jaga', 'toko', 'sangat', 'ambisius', 'barang', 'ada', 'browsing', 'mustahil', 'akan', 'rekomendasi', 'pergi', 'lihat', 'tidak', 'lihat', 'bak', 'mandi']",0
air panas banjar,"['kami', 'datang', 'tempat', 'cukup', 'ramai', 'mata', 'air', 'panas', 'banjar', 'mudah', 'jangkau', 'menit', 'kota', 'singaraja', 'mata', 'air', 'panas', 'banjar', 'dapat', 'salah', 'satu', 'baik', 'bila', 'banding', 'hotel', 'lain', 'mata', 'air', 'panas', 'pernah', 'kunjung', 'bal', 'bersih', 'indah', 'tempat', 'adalah', 'tempat', 'sempurna', 'relaksasi']",1
air panas banjar,"['unjung', 'sore', 'hari', 'tempat', 'masih', 'sangat', 'ramai', 'meski', 'harap', 'sabtu', 'lihat', 'wanita', 'benar', 'kotor', 'het', 'anak', 'satu', 'kaki', 'tangan', 'buka', 'swores', 'di', 'energi', 'ambil', 'jalan', 'keluar', 'kolam', 'renang']",0
air panas banjar,"['air', 'senang', 'tenang', 'mata', 'air', 'karena', 'dapat', 'apung', 'air', 'mineral', 'rasa', 'bobot', 'duduk', 'bawah', 'mulut', 'naga', 'milik', 'air', 'alir', 'leher', 'bahu', 'seperti', 'pijat', 'sangat', 'santai', 'layak', 'jalan']",1
air panas banjar,"['unjung', 'tempat', 'saat', 'adalah', 'sedikit', 'kecewa', 'lihat', 'buah', 'kolam', 'renang', 'mana', 'dapat', 'renang', 'adalah', 'ada', 'istimewa', 'tidak', 'layak', 'pergi', 'keluar', 'cara', 'untuk']",0
air panas banjar,"['unjung', 'anda', 'harus', 'sumber', 'air', 'panas', 'air', 'hangat', 'bagus', 'kamar', 'mandi', 'beda', 'wisatawan', 'duduk', 'lokal', 'semua', 'pergi', 'di', 'sini']",1
air panas banjar,"['pergi', 'ubud', 'kendara', 'panjang', 'beberapa', 'rute', 'indah', 'kamar', 'mandi', 'milik', 'air', 'panas', 'bagus', 'datang', 'habis', 'jam', 'spa']",1
air panas banjar,"['keluarga', 'unjung', 'air', 'panas', 'banjar', 'banjar', 'hot', 'springs', 'cukup', 'underwhelmed', 'area', 'sumber', 'air', 'panas', 'tiga', 'kolam', 'renang', 'jauh', 'lebih', 'kecil', 'harap', 'apa', 'laku', 'lihat', 'kolam', 'renang', 'sendiri', 'tidak', 'suka', 'pergi', 'air', 'hangat', 'kolam', 'renang', 'yang', 'hijau', 'kunjung', 'akan', 'jadi', 'lebih', 'menit', 'di', 'yg', 'kandung', 'belerang', 'springs', 'harap', 'jadi', 'bau', 'itu', 'tidak', 'jalan', 'kaki', 'tempat', 'parkir', 'm', 'penuh', 'toko', 'kecil', 'jaga', 'toko', 'super', 'tarik', 'jual', 'sesuatu', 'jadi', 'siap', 'kata', 'tidak', 'dan', 'banyak', 'banyak', 'kali', 'jika', 'anda', 'lewat', 'tidak', 'pikir', 'air', 'panas', 'banjar', 'layak', 'kunjung']",0
air panas banjar,"['takut', 'air', 'panas', 'banjar', 'km', 'barat', 'daya', 'lovina', 'dapat', 'kolam', 'renang', 'nikmat', 'tengah', 'taman', 'tropis', 'indah', 'beberapa', 'tingkat', 'beda', 'kolam', 'renang', 'pertama', 'isi', 'giat', 'cari', 'batu', 'ukir', 'naga', 'naga', 'mitologi', 'tuang', 'keluar', 'derajat', 'celsius', 'sulphorous', 'air', 'sumber', 'mata', 'air', 'panas', 'alam', 'bawah', 'tanah', 'banjir', 'dua', 'kemudian', 'kolam', 'renang', 'lebih', 'besar', 'lebih', 'lima', 'lalu', 'mulut', 'naga', 'kuat', 'tonjok', 'air', 'meski', 'pergi', 'kolam', 'renang', 'sempit', 'tiga', 'beri', 'makan', 'meter', 'sembur', 'air', 'gelegar', 'bawah', 'alir', 'kuat', 'kenyang', 'hilang', 'tegang', 'otot', 'sakit', 'leher', 'punggung', 'unjung', 'mata', 'air', 'hari', 'hujan', 'tidak', 'terlalu', 'sibuk', 'kolam', 'renang', 'pijat', 'buat', 'air', 'hangat', 'lebih', 'senang', 'bal', 'hari', 'biasa', 'panas', 'lembab', 'kamar', 'ganti', 'loker', 'pakai', 'barang', 'pribadi', 'bayar', 'biaya', 'kecil', 'buah', 'restoran', 'atas', 'kolam', 'renang', 'makan', 'ringan', 'minum', 'taman', 'juga', 'tempat', 'yang', 'cukup', 'jajah', 'pulau', 'yang', 'anda', 'daki', 'langkah', 'kolam', 'renang', 'jalan', 'mata', 'air', 'penuh', 'kios', 'pasar', 'yang', 'jual', 'seni', 'rajin', 'suvenir', 't', 'baju', 'pakai', 'dan', 'batik', 'biaya', 'masuk', 'rp', 'tiket', 'beli', 'kantor', 'kecil', 'di', 'tempat', 'parkir', 'mobil', 'sangat', 'rekomendasi', 'air', 'panas', 'banjar', 'lama']",1
air panas banjar,"['kata', 'begini', 'saya', 'akan', 'beri', 'lewat', 'air', 'kuning', 'lihat', 'baju', 'renang', 'anda', 'sudah', 'kena', 'putih']",0
air panas banjar,"['pergi', 'sana', 'bukan', 'renang', 'untuk', 'cari', 'sumber', 'mata', 'air', 'panas', 'ini', 'tempat', 'sangat', 'kenal', 'bal', 'sangat', 'jalan', 'bebas', 'hambat', 'hanya', 'kagum', 'air', 'panas']",1
air panas banjar,"['cara', 'tarik', 'habis', 'pagi', 'hari', 'banyak', 'duduk', 'tempat', 'mandi', 'dengan', 'harga', 'sangat', 'murah', 'toko', 'jalan', 'beberapa', 'paling', 'mahal', 'temu', 'pantai', 'utara', 'anak', 'dewasa', 'kami', 'tempat', 'ini']",1
air panas banjar,"['satu', 'alas', 'beri', 'nilai', 'cukup', 'baik', 'yakin', 'suatu', 'jadi', 'tempat', 'sangat', 'senang', 'kunjung', 'hotel', 'ada', 'bawah', 'naung', 'pohon', 'tinggi', 'batu', 'benar', 'buat', 'mandi', 'besar', 'kesan', 'namun', 'air', 'kotor', 'lihat', 'bawah', 'bak', 'mandi', 'sangat', 'licin', 'tunjuk', 'beberapa', 'jenis', 'ganggang', 'lumut', 'warna', 'air', 'hijau', 'jernih', 'tiba', 'saya', 'yang', 'benar', 'warna', 'oranye', 'lapis', 'kotor', 'bawa', 'sabun', 'sabun', 'cuci', 'telah', 'saya', 'perlu', 'cuci', 'pakai', 'kali', 'dapat', 'keluar', 'ruang', 'seluruh', 'hotel', 'ini', 'hanya', 'baik', 'saja', 'alas', 'mereka', 'kelola', 'ada', 'biaya', 'masuk', 'tanya', 'di', 'mana', 'jika', 'tidak', 'kelola']",0
air panas banjar,"['adalah', 'tempat', 'bagus', 'renang', 'santa', 'itu', 'adalah', 'sumber', 'alami', 'panas', 'gunung', 'rap', 'namun', 'begitu', 'banyak', 'orang', 'saya', 'sadar', 'tempat', 'tidak', 'mudah', 'renang', 'bak', 'air', 'panas']",0
air panas banjar,"['air', 'hangat', 'harap', 'warna', 'air', 'hijau', 'tidak', 'susu', 'sana', 'tidak', 'berani', 'masuk', 'bawah', 'ada', 'taman', 'tempat', 'parkir', 'mobil', 'yang', 'batas', 'loket', 'tiket', 'tepat', 'parkir', 'di', 'belah', 'toilet', 'gulung', 'belum', 'toko', 'air', 'panas']",0
air panas banjar,"['istimewa', 'anak', 'sangat', 'bosan', 'untung', 'ada', 'kolam', 'ikan', 'beri', 'makan', 'buat', 'sibuk', 'sementara', 'waktu', 'beri', 'buah', 'hilang', 'waktu', 'ikut']",0
air panas banjar,"['biaya', 'masuk', 'hanya', 'air', 'sangat', 'hangat', 'meski', 'sedikit', 'gelap', 'pancur', 'air', 'cuci', 'akhir']",0
air panas banjar,"['unjung', 'mata', 'air', 'panas', 'lama', 'hari', 'lovina', 'arena', 'bal', 'utara', 'hotel', 'sangat', 'bagus', 'lihat', 'banyak', 'orang', 'lokal', 'benar', 'nikmat', 'diri', 'sendiri', 'kami', 'sisi', 'itu', 'tempat', 'bagus', 'sekitar', 'menit', 'mandi', 'pikir', 'kami', 'kira', 'cukup', 'pandang', 'bagus', 'meski']",1
air panas banjar,"['datang', 'lebih', 'awal', 'pagi', 'hari', 'pukul', 'jadi', 'orang', 'pertama', 'mandi', 'harga', 'tiket', 'rp', 'ribu', 'dewasa', 'lokal', 'betul', 'murah', 'air', 'sangat', 'lucu', 'warna', 'hei', 'mandi', 'air', 'panas', 'alami', 'milik', 'kolam', 'renang', 'satu', 'satu', 'm', 'tinggi', 'air', 'cukup', 'panas', 'mandi', 'dapat', 'guna', 'mandi', 'restoran', 'loker', 'sedia', 'parkir', 'adalah', 'banyak', 'bisa', 'unjung', 'tempat', 'telah', 'lihat', 'lumba', 'lumba', 'lovina', 'sangat', 'dekat', 'butuh', 'tempat', 'inap', 'dekat', 'mandi', 'air', 'panas', 'anda', 'dapat', 'coba', 'pondok', 'grya', 'sari', 'm', 'hotspring', 'milik', 'sangat', 'ramah', 'sangat', 'bal']",1
air panas banjar,"['sangat', 'panas', 'anda', 'tahu', 'bagaimana', 'hijau', 'keruh', 'lumpur', 'aku', 'akan', 'pergi', 'semua', 'mereka', 'milik', 'jenis', 'kamar', 'ganti', 'biasa', 'dagang', 'pintu', 'masuk']",0
air panas banjar,"['ambil', 'sini', 'pandu', 'wisata', 'kami', 'harap', 'akan', 'tempat', 'pakai', 'renang', 'bawah', 'pakai', 'ganti', 'daerah', 'kotor', 'bau', 'itu', 'guna', 'bagai', 'toilet', 'itu', 'lokasi', 'hotel', 'luar', 'biasa', 'mata', 'air', 'panas', 'sangat', 'hangat', 'mereka', 'milik', 'daerah', 'pisah', 'sentuh', 'alami', 'cukup', 'kuat', 'tenang', 'saya', 'rupa', 'gores', 'kaki', 'di', 'tangga', 'kasar', 'saya', 'darah', 'saya', 'keluar']",0
